date,name,unit_price,purpose,amount,sheet,property
2026-07-20 00:00:00,走道卫生费,500,走道卫生费,500,7月耗材2,明远公寓
2026-07-22 00:00:00,324卫生费,50,324卫生费,50,7月耗材2,明远公寓
2026-07-25 00:00:00,下水道疏通剂12瓶,79.6,下水道疏通剂12瓶,79.6,7月耗材2,明远公寓
2026-07-25 00:00:00,马桶芯3套,60,324损坏调换备用2个,60,7月耗材2,明远公寓
2026-07-27 00:00:00,走廊声控灯调换3个,85,走廊声控灯调换3个,85,7月耗材2,明远公寓
2026-06-01 00:00:00,垃圾费,800,6份垃圾费,800,6月耗材2,明远公寓
2026-06-02 00:00:00,314室买蟑螂药,15.68,314室买蟑螂药,15.68,6月耗材2,明远公寓
2026-06-02 00:00:00,207调换水龙头,30,207调换水龙头,30,6月耗材2,明远公寓
2026-06-02 00:00:00,206换灯芯,40,206换灯芯备用1个,40,6月耗材2,明远公寓
2026-06-02 00:00:00,218+215卫生费,100,218+215卫生费,100,6月耗材2,明远公寓
2026-06-03 00:00:00,318卫生费,50,318卫生费,50,6月耗材2,明远公寓
2026-06-04 00:00:00,水卫士清洁剂,59.9,水卫士清洁剂,59.9,6月耗材2,明远公寓
2026-06-06 00:00:00,321+327卫生费,100,321+327卫生费,100,6月耗材2,明远公寓
2026-06-13 00:00:00,302卫生费,50,302卫生费,50,6月耗材2,明远公寓
2026-06-13 00:00:00,313调换水龙头,30,313调换水龙头,30,6月耗材2,明远公寓
2026-06-17 00:00:00,211卫生费,50,211卫生费,50,6月耗材2,明远公寓
2026-06-20 00:00:00,走道卫生费,500,走道卫生费,500,6月耗材2,明远公寓
2026-06-22 00:00:00,215调换冰箱,538,215调换冰箱原冰箱损坏,538,6月耗材2,明远公寓
2026-06-23 00:00:00,201+305卫生费,100,201+305卫生费,100,6月耗材2,明远公寓
2026-06-23 00:00:00,201调换水龙头+硅胶,40,201调换水龙头+硅胶,40,6月耗材2,明远公寓
2026-06-26 00:00:00,206换水龙头,30,206换水龙头,30,6月耗材2,明远公寓
2026-06-29 00:00:00,小米路由器3个,387,调换损坏路由器,387,6月耗材2,明远公寓
2026-06-29 00:00:00,212卫生费,50,212卫生费,50,6月耗材2,明远公寓
2026-05-01 00:00:00,垃圾费,800,11月份垃圾费,800,5月耗材1,明远公寓
2026-05-01 00:00:00,215卫生费,50,215卫生费,50,5月耗材1,明远公寓
2026-05-11 00:00:00,管道疏通剂,39.8,管道疏通剂,39.8,5月耗材1,明远公寓
2026-05-14 00:00:00,204卫生费,50,204卫生费,50,5月耗材1,明远公寓
2026-05-19 00:00:00,306疏通管道,100,306疏通管道,100,5月耗材1,明远公寓
2026-05-20 00:00:00,314卫生费,50,314卫生费,50,5月耗材1,明远公寓
2026-05-20 00:00:00,楼道卫生费,500,楼道卫生费,500,5月耗材1,明远公寓
2026-05-22 00:00:00,311马桶芯+按压器,36,损坏调换,36,5月耗材1,明远公寓
2026-05-25 00:00:00,213+304卫生费,100,213+304卫生费,100,5月耗材1,明远公寓
2026-05-26 00:00:00,204卫生费,50,204卫生费,50,5月耗材1,明远公寓
2026-05-30 00:00:00,210+316卫生费,100,210+316卫生费,100,5月耗材1,明远公寓
2026-03-01 00:00:00,垃圾费,800,11月份垃圾费,800,4月耗材1,明远公寓
2026-03-01 00:00:00,物业费,1100,物业费,1100,4月耗材1,明远公寓
2026-04-22 00:00:00,走道卫生费,400,走道卫生费,400,4月耗材1,明远公寓
2026-04-22 00:00:00,305+201卫生费,100,305+201卫生费,100,4月耗材1,明远公寓
2026-04-23 00:00:00,开关+摸子粉墙,20,202房维修开关+摸子粉墙,20,4月耗材1,明远公寓
2026-04-24 00:00:00,床头画202,28.8,床头画202,28.8,4月耗材1,明远公寓
2026-04-25 00:00:00,202+320卫生费,100,202+320卫生费,100,4月耗材1,明远公寓
2026-04-25 00:00:00,腻子粉补墙,12,腻子粉补墙,12,4月耗材1,明远公寓
2026-04-30 00:00:00,203+306卫生费,100,203+306卫生费,100,4月耗材1,明远公寓
2026-03-01 00:00:00,垃圾费,800,11月份垃圾费,800,3月耗材1,明远公寓
2026-03-01 00:00:00,物业费,1100,物业费,1100,3月耗材1,明远公寓
2026-03-03 00:00:00,321+327卫生费,100,321+327卫生费,100,3月耗材1,明远公寓
2026-03-07 00:00:00,334卫生费,50,334卫生费,50,3月耗材1,明远公寓
2026-03-07 00:00:00,水卫士清洁剂,29.9,水卫士清洁剂,29.9,3月耗材1,明远公寓
2026-03-25 00:00:00,325+210卫生费,100,325+210卫生费,100,3月耗材1,明远公寓
2026-03-25 00:00:00,管道疏通剂,69,管道疏通剂,69,3月耗材1,明远公寓
2026-03-26 00:00:00,广告牌,600,广告牌子不清晰了,600,3月耗材1,明远公寓
2026-03-26 00:00:00,胶水打胶210房间,18,胶水打胶210房间,18,3月耗材1,明远公寓
2026-03-26 00:00:00,喷漆+铲刀,15,喷漆+铲刀,15,3月耗材1,明远公寓
2026-03-26 00:00:00,灶台铁210,25.5,灶台铁210,25.5,3月耗材1,明远公寓
2026-03-26 00:00:00,床头画,29.9,床头画,29.9,3月耗材1,明远公寓
2026-03-30 00:00:00,330卫生费,50,330卫生费,50,3月耗材1,明远公寓
2026-02-01 00:00:00,垃圾费,800,11月份垃圾费,800,2月耗材1,明远公寓
2026-02-01 00:00:00,物业费,1100,物业费,1100,2月耗材1,明远公寓
2026-02-02 00:00:00,锂电池备用4个,60,调换水表锂电池,60,2月耗材1,明远公寓
2026-02-04 00:00:00,软中华香烟,1200,送礼居委管理人员,1200,2月耗材1,明远公寓
2026-02-04 00:00:00,送礼金警察,2000,送礼金警察,2000,2月耗材1,明远公寓
2026-02-20 00:00:00,楼道卫生费,500,楼道卫生费,500,2月耗材1,明远公寓
2026-02-25 00:00:00,310+328+218打扫费,150,310+328+218打扫费,150,2月耗材1,明远公寓
2025-01-01 00:00:00,垃圾费,800,11月份垃圾费,800,1月耗材1,明远公寓
2025-01-01 00:00:00,物业费,1100,物业费,1100,1月耗材1,明远公寓
2026-01-20 00:00:00,走道卫生费,500,走道卫生费,500,1月耗材1,明远公寓
2026-01-21 00:00:00,涂料+用具粉刷204,160,涂料+用具粉刷204,160,1月耗材1,明远公寓
2026-01-21 00:00:00,香氛打样房间,24,香氛打样房间,24,1月耗材1,明远公寓
2026-01-21 00:00:00,灯芯2个备用,25.66,灯芯2个备用,25.66,1月耗材1,明远公寓
2026-01-21 00:00:00,204卫生费,50,204卫生费,50,1月耗材1,明远公寓
2025-12-01 00:00:00,垃圾费,800,11月份垃圾费,800,12月耗材1,明远公寓
2025-12-01 00:00:00,物业费,1100,物业费,1100,12月耗材1,明远公寓
2025-12-04 00:00:00,328卫生费,50,328卫生费,50,12月耗材1,明远公寓
2025-12-05 00:00:00,203卫生费,50,203卫生费,50,12月耗材1,明远公寓
2025-12-20 00:00:00,306卫生费,50,306卫生费,50,12月耗材1,明远公寓
2025-12-20 00:00:00,楼道卫生费,500,楼道卫生费,500,12月耗材1,明远公寓
2025-12-29 00:00:00,212 312卫生费,100,212 312卫生费,100,12月耗材1,明远公寓
2025-11-01 00:00:00,垃圾费,800,11月份垃圾费,800,11月耗材1,明远公寓
2025-11-01 00:00:00,物业费,1100,物业费,1100,11月耗材1,明远公寓
2025-11-02 00:00:00,疏通器,40,疏通器,40,11月耗材1,明远公寓
2025-11-02 00:00:00,胶水+抢,20,201洗手盆坏了打胶,20,11月耗材1,明远公寓
2025-11-09 00:00:00,马桶按压器+浴室灯,18,马桶按压器+浴室灯,18,11月耗材1,明远公寓
2025-11-09 00:00:00,326+317卫生费,100,326+317卫生费,100,11月耗材1,明远公寓
2025-11-10 00:00:00,306密码门 电池,16,306密码门 电池,16,11月耗材1,明远公寓
2025-11-18 00:00:00,315调换水龙头,25,315调换水龙头,25,11月耗材1,明远公寓
2025-11-18 00:00:00,315调换马桶抽水配件,20,315调换马桶抽水配件,20,11月耗材1,明远公寓
2025-11-18 00:00:00,315卫生费,50,315卫生费,50,11月耗材1,明远公寓
2025-11-20 00:00:00,走道卫生费,500,走道卫生费,500,11月耗材1,明远公寓
2025-11-22 00:00:00,316换水龙头,25,316换水龙头,25,11月耗材1,明远公寓
2025-11-23 00:00:00,212+333卫生费,100,212+333卫生费,100,11月耗材1,明远公寓
2025-11-28 00:00:00,211卫生费,50,211卫生费,50,11月耗材1,明远公寓
2025-10-01 00:00:00,垃圾费,800,11月份垃圾费,800,10月耗材1 ,明远公寓
2025-10-01 00:00:00,物业费,1100,物业费,1100,10月耗材1 ,明远公寓
2025-10-08 00:00:00,302 331卫生费,100,302 331卫生费,100,10月耗材1 ,明远公寓
2025-10-13 00:00:00,走廊感应灯损坏5个,100,走廊感应灯损坏5个,100,10月耗材1 ,明远公寓
2025-10-20 00:00:00,306卫生费,50,306卫生费,50,10月耗材1 ,明远公寓
2025-10-20 00:00:00,306马桶按压器调换,8,306马桶按压器调换,8,10月耗材1 ,明远公寓
2025-10-20 00:00:00,走道卫生费,500,走道卫生费,500,10月耗材1 ,明远公寓
2025-10-26 00:00:00,327卫生费,50,327卫生费,50,10月耗材1 ,明远公寓
2025-09-01 00:00:00,垃圾费,800,11月份垃圾费,800,9月耗材1,明远公寓
2025-09-01 00:00:00,物业费,1100,物业费,1100,9月耗材1,明远公寓
2025-09-01 00:00:00,323换灯芯,20,323换灯芯,20,9月耗材1,明远公寓
2025-09-01 00:00:00,梯子,95,梯子,95,9月耗材1,明远公寓
2025-09-01 00:00:00,灯芯备用三个,51,灯芯备用三个,51,9月耗材1,明远公寓
2025-09-01 00:00:00,201换灯芯,20,201换灯芯,20,9月耗材1,明远公寓
2025-09-03 00:00:00,疏通剂疏通下水道,30.4,疏通剂疏通下水道,30.4,9月耗材1,明远公寓
2025-09-04 00:00:00,蟑螂药,39.9,蟑螂药,39.9,9月耗材1,明远公寓
2025-09-14 00:00:00,334维修浴室门,200,334维修浴室门,200,9月耗材1,明远公寓
2025-09-20 00:00:00,走道卫生费,500,走道卫生费,500,9月耗材1,明远公寓
2025-09-24 00:00:00,马桶按压器10个,41,马桶按压器10个,41,9月耗材1,明远公寓
2025-09-28 00:00:00,331卫生费,50,331卫生费,50,9月耗材1,明远公寓
2025-08-01 00:00:00,垃圾费,800,11月份垃圾费,800,8月耗材1,明远公寓
2025-08-01 00:00:00,物业费,1100,物业费,1100,8月耗材1,明远公寓
2025-08-02 00:00:00,317床头画,29.9,317床头画,29.9,8月耗材1,明远公寓
2025-08-03 00:00:00,324+317+304卫生费,150,324+317+304卫生费,150,8月耗材1,明远公寓
2025-08-05 00:00:00,香薰8瓶,70.11,香薰8瓶,70.11,8月耗材1,明远公寓
2025-08-05 00:00:00,防臭地漏5个,64.1,防臭地漏5个,64.1,8月耗材1,明远公寓
2025-08-10 00:00:00,调换213马桶按压器,6,调换213马桶按压器,6,8月耗材1,明远公寓
2025-08-10 00:00:00,调换321浴霸灯,6,调换321浴霸灯,6,8月耗材1,明远公寓
2025-08-10 00:00:00,321卫生费,50,321卫生费,50,8月耗材1,明远公寓
2025-08-15 00:00:00,308+212卫生费,100,308+212卫生费,100,8月耗材1,明远公寓
2025-08-20 00:00:00,楼道卫生费,500,楼道卫生费,500,8月耗材1,明远公寓
2025-08-25 00:00:00,201卫生费,50,201卫生费,50,8月耗材1,明远公寓
2025-08-28 00:00:00,315卫生费,50,315卫生费,50,8月耗材1,明远公寓
2025-08-31 00:00:00,322卫生费,50,322卫生费,50,8月耗材1,明远公寓
2025-08-31 00:00:00,315调换花洒+水管,25,315调换花洒+水管,25,8月耗材1,明远公寓
2025-08-31 00:00:00,213浴室浴霸灯,6,213浴室浴霸灯,6,8月耗材1,明远公寓
2025-07-01 00:00:00,垃圾费,800,11月份垃圾费,800,7月耗材1,明远公寓
2025-07-01 00:00:00,物业费,1100,物业费,1100,7月耗材1,明远公寓
2025-07-03 00:00:00,327调换水龙头+灯芯,60,327调换水龙头+灯芯,60,7月耗材1,明远公寓
2025-07-06 00:00:00,302换水龙头,35,302换水龙头,35,7月耗材1,明远公寓
2025-07-06 00:00:00,302卫生费,50,302卫生费,50,7月耗材1,明远公寓
2025-07-06 00:00:00,218换水龙头,35,218换水龙头,35,7月耗材1,明远公寓
2025-07-06 00:00:00,胶水水池打胶,20,胶水水池打胶,20,7月耗材1,明远公寓
2025-07-06 00:00:00,手套打扫卫生,30,手套打扫卫生,30,7月耗材1,明远公寓
2025-07-07 00:00:00,316卫生费,50,316卫生费,50,7月耗材1,明远公寓
2025-07-20 00:00:00,211卫生费,50,211卫生费,50,7月耗材1,明远公寓
2025-07-20 00:00:00,走到卫生费,500,走到卫生费,500,7月耗材1,明远公寓
2025-07-20 00:00:00,332调换灯芯,20,332调换灯芯,20,7月耗材1,明远公寓
2025-07-20 00:00:00,332马桶按压器,6,332马桶按压器,6,7月耗材1,明远公寓
2025-07-20 00:00:00,215卫生费,50,215卫生费,50,7月耗材1,明远公寓
2025-07-26 00:00:00,330调换马桶按压器,6,330调换马桶按压器,6,7月耗材1,明远公寓
2025-07-26 00:00:00,330卫生费,50,330卫生费,50,7月耗材1,明远公寓
2025-07-30 00:00:00,215调换马桶按压器,6,215调换马桶按压器,6,7月耗材1,明远公寓
2025-07-30 00:00:00,334调换灯芯,25,334调换灯芯,25,7月耗材1,明远公寓
2025-06-01 00:00:00,垃圾费,800,11月份垃圾费,800,6月耗材1,明远公寓
2025-06-01 00:00:00,物业费,1100,物业费,1100,6月耗材1,明远公寓
2025-06-01 00:00:00,334空调清洗费,65,334空调清洗费,65,6月耗材1,明远公寓
2025-06-01 00:00:00,324房间主灯换灯芯,26,324房间主灯换灯芯,26,6月耗材1,明远公寓
2025-06-03 00:00:00,217换灯芯,26,217换灯芯,26,6月耗材1,明远公寓
2025-06-13 00:00:00,328房间水龙头+马桶盖,38,328房间水龙头+马桶盖,38,6月耗材1,明远公寓
2025-06-15 00:00:00,211卫生费,50,211卫生费,50,6月耗材1,明远公寓
2025-06-20 00:00:00,216 321卫生费,100,216 321卫生费,100,6月耗材1,明远公寓
2025-06-20 00:00:00,打扫楼道卫生费,500,打扫楼道卫生费,500,6月耗材1,明远公寓
2025-06-29 00:00:00,212卫生费,50,212卫生费,50,6月耗材1,明远公寓
2025-05-01 00:00:00,垃圾费,800,11月份垃圾费,800,5月耗材,明远公寓
2025-05-01 00:00:00,物业费,1100,物业费,1100,5月耗材,明远公寓
2025-05-22 00:00:00,318卫生费,50,318卫生费,50,5月耗材,明远公寓
2025-05-22 00:00:00,床头画,37.9,放置212室,37.9,5月耗材,明远公寓
2025-05-22 00:00:00,仿真花,37.6,打样,37.6,5月耗材,明远公寓
2025-05-22 00:00:00,仿真电脑,52.9,打样,52.9,5月耗材,明远公寓
2025-05-22 00:00:00,仿真面包,37.8,打样,37.8,5月耗材,明远公寓
2025-05-22 00:00:00,咖啡杯,30.8,打样,30.8,5月耗材,明远公寓
2025-05-22 00:00:00,枕头,48,打样,48,5月耗材,明远公寓
2025-05-25 00:00:00,328卫生费,50,328卫生费,50,5月耗材,明远公寓
2025-05-30 00:00:00,感应灯,30,走廊调换感应灯,30,5月耗材,明远公寓
2025-05-30 00:00:00,绝缘胶布,5,绝缘胶布,5,5月耗材,明远公寓
2025-05-30 00:00:00,水龙头,30,210损坏调换,30,5月耗材,明远公寓
2025-04-01 00:00:00,垃圾费,800,11月份垃圾费,800,4月耗材 ,明远公寓
2025-04-01 00:00:00,物业费,1100,物业费,1100,4月耗材 ,明远公寓
2025-04-03 00:00:00,水空头,25,207调换,25,4月耗材 ,明远公寓
2025-04-03 00:00:00,胶水,15,台灶打胶,15,4月耗材 ,明远公寓
2025-04-10 00:00:00,床头画,37.9,209退房装饰,37.9,4月耗材 ,明远公寓
2025-04-10 00:00:00,盆栽,20,2盆,20,4月耗材 ,明远公寓
2025-04-10 00:00:00,盆栽,33.6,3盆,33.6,4月耗材 ,明远公寓
2025-04-10 00:00:00,鲜花,9.9,鲜花,9.9,4月耗材 ,明远公寓
2025-04-14 00:00:00,补墙膏,38.3,补墙膏,38.8,4月耗材 ,明远公寓
2025-04-26 00:00:00,床垫,130,客户要求换床垫,130,4月耗材 ,明远公寓
2025-04-27 00:00:00,马桶按压器,8,320调换,8,4月耗材 ,明远公寓
2025-04-27 00:00:00,密封地漏,11,320调换,11,4月耗材 ,明远公寓
2025-03-01 00:00:00,垃圾费,800,11月份垃圾费,800,3月耗材,明远公寓
2025-03-01 00:00:00,物业费,1100,物业费,1100,3月耗材,明远公寓
2025-03-08 00:00:00,空调遥控器,13.2,214房间,13.2,3月耗材,明远公寓
2025-03-10 00:00:00,灯泡,29,318损坏调换,29,3月耗材,明远公寓
2025-03-22 00:00:00,盆栽,29.7,3盆,29.7,3月耗材,明远公寓
2025-03-22 00:00:00,涂料,120,1桶,120,3月耗材,明远公寓
2025-02-01 00:00:00,垃圾费,800,11月份垃圾费,800,2月耗材,明远公寓
2025-02-02 00:00:00,物业费,1100,物业费,1100,2月耗材,明远公寓
2025-02-05 00:00:00,手套,22.5,打扫卫生,22.5,2月耗材,明远公寓
2025-02-06 00:00:00,挂画,38*2,306 327装饰,76,2月耗材,明远公寓
2025-02-10 00:00:00,盆栽,50.4,3盆空房间摆放,50.4,2月耗材,明远公寓
2025-02-12 00:00:00,小沙发,211,放置327房间,211,2月耗材,明远公寓
2025-02-13 00:00:00,灯泡,22,314房间灯泡损坏调换,22,2月耗材,明远公寓
2025-02-27 00:00:00,玻璃纸+刮板,25,312贴卫生间玻璃门,25,2月耗材,明远公寓
2025-02-27 00:00:00,涂料,126,刷空房间,126,2月耗材,明远公寓
2025-02-27 00:00:00,刷子,10,刷墙,10,2月耗材,明远公寓
2025-02-28 00:00:00,床头画,27.8,312,27.8,2月耗材,明远公寓
2025-02-28 00:00:00,床头画,37.9,备用,37.9,2月耗材,明远公寓
2024-01-01 00:00:00,垃圾费,800,11月份垃圾费,800,1月耗材,明远公寓
2024-01-02 00:00:00,物业费,1100,物业费,1100,1月耗材,明远公寓
2024-01-02 00:00:00,水龙头 硅胶,40,损坏 调换305房间,40,1月耗材,明远公寓
2025-01-12 00:00:00,消防泵+运费,4080,维修损坏调换,4080,1月耗材,明远公寓
2025-01-12 00:00:00,保温棉,120,包水泵,120,1月耗材,明远公寓
2025-01-12 00:00:00,水龙头,25,调换205房间,25,1月耗材,明远公寓
2025-01-12 00:00:00,美工刀,10,美工刀,10,1月耗材,明远公寓
2025-01-12 00:00:00,胶水,15,胶水,15,1月耗材,明远公寓
2025-01-15 00:00:00,中华香烟,800,两条送外委办,800,1月耗材,明远公寓
2025-01-22 00:00:00,胶水+胶枪,30,214房间墙面缝隙打胶,30,1月耗材,明远公寓
2024-12-01 00:00:00,垃圾费,800,11月份垃圾费,800,12月耗材,明远公寓
2024-12-01 00:00:00,物业费,1100,物业费,1100,12月耗材,明远公寓
2024-12-02 00:00:00,盆栽,30,3盆放置空房间,30,12月耗材,明远公寓
2024-12-02 00:00:00,浴霸灯,10,调换201损坏,10,12月耗材,明远公寓
2024-12-02 00:00:00,消防烟杆、警示灯,400,损坏调换,400,12月耗材,明远公寓
2024-12-07 00:00:00,浴霸灯泡,36,6个调换334备用5个,36,12月耗材,明远公寓
2024-12-24 00:00:00,网费,3840,网费到期续3年网费2024.12.24开始,3840,12月耗材,明远公寓
2024-11-01 00:00:00,垃圾费,800,11月份垃圾费,800,11月耗材,明远公寓
2024-11-01 00:00:00,物业费,1100,物业费,1100,11月耗材,明远公寓
2024-11-02 00:00:00,花洒软管,20,损坏调换,20,11月耗材,明远公寓
2024-11-04 00:00:00,强刷,10,2把刷214房间,10,11月耗材,明远公寓
2024-11-04 00:00:00,颜料,8,对色刷墙214房间,8,11月耗材,明远公寓
2024-11-04 00:00:00,马桶按压器,10,调换214房间,10,11月耗材,明远公寓
2024-11-16 00:00:00,马桶尿碱溶解剂,15.2,刷马桶,15.2,11月耗材,明远公寓
2024-11-27 00:00:00,上门开锁,80,302门开锁,80,11月耗材,明远公寓
2024-11-27 00:00:00,马桶按压器,8,调换334损坏,8,11月耗材,明远公寓
2024-11-27 00:00:00,水龙头,39,调换334损坏,39,11月耗材,明远公寓
2024-11-27 00:00:00,感应灯,25,调换走廊损坏,25,11月耗材,明远公寓
2024-11-27 00:00:00,扳手+螺丝刀,20,工具,20,11月耗材,明远公寓
2024-11-28 00:00:00,地漏,20,208调换,20,11月耗材,明远公寓
2024-10-01 00:00:00,物业费,1100,物业费,1100,10月耗材,明远公寓
2024-10-01 00:00:00,垃圾费,800,垃圾费,800,10月耗材,明远公寓
2024-10-03 00:00:00,盆栽,13.6/2盆,331 310摆放,13.6,10月耗材,明远公寓
2024-10-03 00:00:00,鞋架,29.2/2套,331 310摆放,29.2,10月耗材,明远公寓
2024-10-03 00:00:00,挂画,19.9/1套,放置空房间,19.9,10月耗材,明远公寓
2024-10-03 00:00:00,挂画,28.7/1套,放置空房间,28.7,10月耗材,明远公寓
2024-10-04 00:00:00,盆栽,16.8/1盆,放置空房间,16.8,10月耗材,明远公寓
2024-10-05 00:00:00,租房合同,19/2本,签合同用,19,10月耗材,明远公寓
2024-10-18 00:00:00,床头画,15.39/1套,布置202房间,15.39,10月耗材,明远公寓
2024-10-18 00:00:00,鞋架,2套/34.85,布置202房间316房间,34.85,10月耗材,明远公寓
2024-10-18 00:00:00,盆栽,2盆,布置202房间316房间,19.8,10月耗材,明远公寓
2024-09-01 00:00:00,鞋架,17.6/2套,布置208房间（备用1套）,35.2,9月耗材,明远公寓
2024-09-01 00:00:00,干花束,19.9/1盆,布置房间备用,19.9,9月耗材,明远公寓
2024-09-01 00:00:00,马桶按压器,8/1个,调换313房间,8,9月耗材,明远公寓
2024-09-01 00:00:00,垃圾费,800,九月份垃圾费,800,9月耗材,明远公寓
2024-09-02 00:00:00,物业费,1100,物业费,1100,9月耗材,明远公寓
2024-09-04 00:00:00,防真花,9.9/2盆,备用,19.8,9月耗材,明远公寓
2024-09-06 00:00:00,浴霸,130/1套,215室电机损坏调换,130,9月耗材,明远公寓
2024-09-12 00:00:00,床头画,29.8/1副,布置330房间,29.8,9月耗材,明远公寓
2024-09-12 00:00:00,盆栽,7.8/3盆,布置330、204、303,23.4,9月耗材,明远公寓
2024-09-12 00:00:00,鞋架,17.6/2套,布置303房间备用1套,17.6,9月耗材,明远公寓
2024-09-13 00:00:00,空调遥控器,13.7/1只,放置330房间（客户弄丢了）,13.7,9月耗材,明远公寓
2024-09-13 00:00:00,小冰箱,268.71/1台,324客户需求（以前没有冰箱）,268.71,9月耗材,明远公寓
2024-09-14 00:00:00,盆栽,19.9/1盆,布置204房间,19.9,9月耗材,明远公寓
2024-09-14 00:00:00,杀虫剂,24.5/1瓶,303房间有飞虫,24.5,9月耗材,明远公寓
2024-09-15 00:00:00,小摆件,9.9/套,布置330柜台上,9.9,9月耗材,明远公寓
2024-09-19 00:00:00,涂料,160/1桶,刷204房间,160,9月耗材,明远公寓
2024-09-19 00:00:00,粉刷,8/1把,刷204房间,8,9月耗材,明远公寓
2024-09-24 00:00:00,热水器管子,25/1根,调换212花洒管子,25,9月耗材,明远公寓
2024-08-01 00:00:00,垃圾费,800/1月,8月垃圾费,800,8月耗材,明远公寓
2024-08-02 00:00:00,床头画,25/1对,布置空房间,25,8月耗材,明远公寓
2024-08-02 00:00:00,鞋架,18.51/1套,布置空房间,18.51,8月耗材,明远公寓
2024-08-02 00:00:00,盆栽,12.8/1盆,布置空房间,12.8,8月耗材,明远公寓
2024-08-03 00:00:00,冰箱,298/1台,布置空房间（203房间）,298,8月耗材,明远公寓
2024-08-04 00:00:00,鞋架,16.6/1套,布置空房间,16.6,8月耗材,明远公寓
2024-08-05 00:00:00,水植,13.8/1瓶,布置空房间,13.8,8月耗材,明远公寓
2024-08-05 00:00:00,沙发,186/套,布置空房间（213房间）,186,8月耗材,明远公寓
2024-08-06 00:00:00,盆栽,9.9/1盆,布置空房间,9.9,8月耗材,明远公寓
2024-08-07 00:00:00,物业费,1100,物业费,1100,8月耗材,明远公寓
2024-08-08 00:00:00,床头画,20.7/1副,布置空房间,20.7,8月耗材,明远公寓
2024-08-08 00:00:00,床头画,26.8/1副,布置空房间,26.8,8月耗材,明远公寓
2024-08-14 00:00:00,插板,12/1个,调换热水器插板（332房间）,12,8月耗材,明远公寓
2024-08-17 00:00:00,沙发,146/套,布置308房间,146,8月耗材,明远公寓
2024-08-20 00:00:00,冰箱,348/1台,放置空房间（325房间）,348,8月耗材,明远公寓
2024-08-21 00:00:00,梳妆台,266/1套,布置空房间（321房间）,266,8月耗材,明远公寓
2024-08-22 00:00:00,鞋架,17.6/3套,布置空房间,52.8,8月耗材,明远公寓
2024-08-23 00:00:00,马桶按压器,6/1个,调换马桶按压器,6,8月耗材,明远公寓
2024-08-25 00:00:00,浴霸灯,7/1个,调换损坏（207房间）,7,8月耗材,明远公寓
2024-08-25 00:00:00,盆栽,6.9/1盆,布置空房间,6.9,8月耗材,明远公寓
2024-08-25 00:00:00,床头画,10.35/1对,布置空房间,10.35,8月耗材,明远公寓
2024-07-01 00:00:00,挂画,24/1对,放置空房间,24,7月耗材,明远公寓
2024-07-01 00:00:00,防尘鞋架,27.9/2个,放置空房间,55.8,7月耗材,明远公寓
2024-07-01 00:00:00,五号电池,21.4/40粒,密码门换电池,21.4,7月耗材,明远公寓
2024-07-02 00:00:00,垃圾费,800,七月份垃圾费,800,7月耗材,明远公寓
2024-07-02 00:00:00,挂画,27.9/1对,放置空房间,27.9,7月耗材,明远公寓
2024-07-03 00:00:00,物业费,1100,6月份物业费,1100,7月耗材,明远公寓
2024-07-05 00:00:00,水卫士除油,29.9/5瓶,打扫卫生,29.9,7月耗材,明远公寓
2024-07-05 00:00:00,水卫士地砖,29.9/3瓶,打扫卫生,29.9,7月耗材,明远公寓
2024-07-12 00:00:00,地毯,43.4,调换二楼走道口,43.4,7月耗材,明远公寓
2024-07-26 00:00:00,小冰箱,100,客户走了买下来的,100,7月耗材,明远公寓
2024-07-27 00:00:00,盆栽,12.8,放置空房间,12.8,7月耗材,明远公寓
2024-07-29 00:00:00,鞋架,26.8/2套,放置空房间,26.8,7月耗材,明远公寓
2024-06-01 00:00:00,垃圾费,800,垃圾费,800,6月耗材,明远公寓
2024-06-03 00:00:00,盆栽,25.2/4盆,放置空房间,25.2,6月耗材,明远公寓
2024-06-03 00:00:00,鞋架,25.93/2个,放置空房间,25.93,6月耗材,明远公寓
2024-06-03 00:00:00,香氛,29.8/4瓶,放置空房间,29.8,6月耗材,明远公寓
2024-06-04 00:00:00,物业费,1100,物业费,1100,6月耗材,明远公寓
2024-06-05 00:00:00,充电桩,297/1台,方便客户充电（前损坏）,297,6月耗材,明远公寓
2024-06-05 00:00:00,电表,28/1个,安装充电桩用,28,6月耗材,明远公寓
2024-06-05 00:00:00,漏电保护器,35/1个,接在电表上,35,6月耗材,明远公寓
2024-06-05 00:00:00,电线,290/50米,安装充电桩用,290,6月耗材,明远公寓
2024-06-12 00:00:00,挂画,39.9/1对,放置空房间,39.9,6月耗材,明远公寓
2024-06-28 00:00:00,马桶按压器,16/2只,损坏调换,16,6月耗材,明远公寓
2024-06-29 00:00:00,梳妆台,225/1套,放置空房间,225,6月耗材,明远公寓
2024-06-29 00:00:00,盆栽,9.6/2瓶,放置空房间,9.6,6月耗材,明远公寓
